	Hh_v_GF_CD11b-CD103-	Hh_v_GF_CD11b-CD103+	Hh_v_GF_CD11b+CD103-	Hh_v_GF_CD11b+CD103+	Hh_v_GF_Monocyte	Hh_v_GF_Macrophage	SFB_v_GF_CD11b-CD103-	SFB_v_GF_CD11b-CD103+	SFB_v_GF_CD11b+CD103-	SFB_v_GF_CD11b+CD103+	SFB_v_GF_Monocyte	SFB_v_GF_Macrophage	SFB_v_GF_CCR6-ILC3	SFB_v_GF_CCR6+ILC3	SFB_v_GF_SCA+CCR6+ILC3	DKO_v_JAX_3day_CCR6-ILC3	DKO_v_JAX_3day_CCR6+ILC3	DKO_v_JAX_eday_SCA+CCR6+ILC3
Btnl6	 0.00016413	 0.00031174	 0.00011933	   0.058665	   0.091179	  -0.056842	   -0.16096	   -0.16087	   -0.16061	   -0.13758	   -0.16103	   -0.16088	-0.00017774	    0.26365	   0.031251	  -0.008905	     1.3492	 2.6488e-05
Vmn1r13	  0.0026261	  0.0043122	  0.0016338	 0.00061152	 -0.0012639	   0.004474	   -0.18726	   -0.18621	   -0.18222	   -0.18551	   -0.19174	   -0.18452	-0.00040746	    0.24564	    0.15676	 0.00015074	     1.2161	 6.1115e-05
Sval3	 0.0026261	 0.0043122	 0.0016338	0.00061152	  -0.10233	  0.004474	  -0.11666	   -0.1156	  -0.11162	  -0.12065	  -0.11631	  -0.11392	-0.0035413	   0.28438	 0.0037648	 0.0014022	     1.103	0.00059026
Vmn2r37	 0.0026261	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474	  -0.13676	   -0.1357	  -0.13171	  -0.14074	  -0.13358	  -0.13402	-0.0028324	    0.2239	 0.0029604	 0.0011016	     1.226	0.00045905
Gm1527	 0.0026261	 0.0043122	 0.0016338	0.00061152	  0.099803	  0.004474	  -0.11666	   -0.1156	  -0.11162	  -0.12065	  -0.11631	  -0.11392	-0.0018456	   0.36998	   0.11483	0.00070219	    1.0421	0.00028906
Gm20110	  -0.036845	 0.00046163	 0.00011824	 8.3536e-05	-0.00013518	   -0.11899	   -0.17161	   -0.22148	    -0.2221	   -0.22139	   -0.22124	    -0.2217	 -0.0020966	    0.29879	  0.0021569	   -0.11184	    0.99392	   -0.10129
Gm16532	   0.001776	  0.0043122	    0.19016	 0.00061152	-0.00075408	   0.004474	   -0.14287	    -0.1418	   -0.14325	   -0.14372	   -0.14426	   -0.14012	    0.19802	    0.37769	  0.0011962	 0.00044431	    0.99289	 0.00018157
Csrnp3	 0.00017449	 0.00033098	 0.00013151	 4.9774e-05	-8.9985e-05	   -0.22092	   -0.14786	   -0.14775	    -0.1474	   -0.14805	   -0.14773	  -0.075892	    0.10315	    0.50756	    0.37275	 0.00030523	     1.1411	   0.082707
Kcnj11	 0.00025335	   -0.10035	 0.00018825	   0.045633	-0.00013927	  -0.046377	   -0.10941	   0.014431	   -0.10875	    -0.1099	   -0.10902	   -0.10924	    0.17587	    0.31348	    0.25378	    0.16599	     1.0765	 0.00030479
Nkain3	0.00038847	  -0.13142	0.00055293	0.00061152	 -0.067535	  -0.17746	 -0.015889	 -0.016323	 -0.012338	  -0.01549	 -0.016286	 -0.016286	-0.0014473	   0.23757	   0.13217	    0.1772	    1.0464	0.00022182
Pramel6	 0.0026261	 0.0043122	 0.0016338	0.00061152	-0.0012639	   -0.1871	 -0.023133	 -0.022075	 -0.018089	 -0.024252	 -0.019953	 -0.025764	 -0.002185	   0.36148	   0.29467	 -0.094655	    1.0231	  0.089299
Ptcra	 -0.023111	 -0.029571	  0.092208	5.5563e-05	 -0.046109	 -0.054656	 -0.039551	 -0.033383	 -0.029647	 -0.068267	 -0.041447	 -0.068333	   0.13001	   0.16812	   0.32695	 0.0009609	   0.92678	0.00039702
Insrr	   0.35166	 0.0010466	  0.077985	  0.094091	 -0.077378	  -0.13665	 -0.061612	  -0.17526	   -0.1759	 -0.083776	  -0.17554	  -0.17561	    0.2085	    0.4937	   0.26901	0.00015279	   0.98517	 -0.020936
Hars	 -0.02956	  0.04725	 0.092571	 0.038895	 0.035899	  0.22402	 -0.17182	0.0028582	  -0.3374	 -0.17874	 0.085693	 -0.16877	 -0.19051	  -0.0534	 -0.15272	-0.041711	   0.8706	 -0.15784
Mir5128	  -0.065819	  0.0008272	   0.043036	   0.049779	-0.00017756	    0.24627	  -0.078928	  -0.078851	  -0.077813	  -0.077687	    0.34432	  -0.048363	  -0.021482	  0.0040864	  0.0019745	 0.00073396	     1.0068	   -0.25043
Aadacl3	 0.0026261	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474	  -0.13676	  -0.13857	  -0.13171	  -0.13787	  -0.13358	  -0.13402	-0.0017954	 0.0038083	   0.50999	0.00068235	   0.76649	0.00028073
Gm41	 0.0026261	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474	  -0.13676	   -0.1357	  -0.13171	  -0.14074	  -0.13358	  -0.13402	-0.0040495	 0.0086487	   0.65256	 0.0016267	   0.67936	0.00069047
Gm13629	 0.0026261	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474	 -0.061217	 -0.060159	 -0.056173	 -0.062336	 -0.058037	 -0.058478	-0.0033157	 0.0070629	   0.65406	 0.0013051	   0.75066	0.00054754
Olfr1354	 0.0026261	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474	 -0.061217	 -0.060159	 -0.056173	 -0.062336	 -0.058037	 -0.058478	-0.0040495	 0.0086487	   0.65256	 0.0016267	   0.67936	0.00069047
Vmn1r66	 0.0026261	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474	 -0.061217	 -0.060159	 -0.056173	 -0.062336	 -0.058037	 -0.058478	-0.0037413	 0.0079811	   0.73548	 0.0014895	   0.62856	  0.000629
Gm4297	 0.0026261	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474	 -0.061217	 -0.060159	 -0.056173	 -0.062336	 -0.058037	 -0.058478	-0.0044437	 0.0095063	   0.53897	 0.0018074	   0.74766	0.00077276
Irx1	 0.0026261	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474	 -0.061217	 -0.060159	 -0.056173	 -0.062336	 -0.058037	 -0.058478	-0.0035879	 0.0076497	    0.5744	 0.0014224	   0.80475	0.00059922
Wbscr28	 0.0026261	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474	 -0.061217	 -0.060159	 -0.056173	 -0.062336	 -0.058037	 -0.058478	-0.0031673	 0.0067436	   0.50661	   0.19133	   0.72138	0.00051995
Akr1c6	 0.0026261	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474	   0.13276	  0.035576	  0.039562	  0.036268	  0.037698	  0.037256	-0.0020971	 0.0044515	   0.77057	0.00080214	   0.73407	0.00033118
Foxd4	 0.0026261	 0.0043122	 0.0016338	0.00061152	-0.0012639	   0.11375	  0.071876	  0.072934	   0.07692	  0.073626	  0.075056	   0.06642	-0.0012493	 0.0026467	   0.76584	 0.0004696	   0.79827	0.00019204
Foxb2	   0.10369	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474	  0.031689	  0.035576	  0.039562	  0.036268	  0.037698	  0.037256	-0.0010658	 0.0022571	   0.71093	  0.060345	    0.8053	0.00016293
Gm10439	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	-0.0017609	 0.0037349	   0.72226	0.00066878	   0.80676	0.00027504
Lce1m	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	-0.0016633	 0.0035271	   0.69121	0.00063046	   0.84468	0.00025899
Nyap2	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	-0.00069594	  0.0014726	    0.73371	 0.00025883	    0.86602	 0.00010524
Gm13177	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	-0.0013438	 0.0028475	   0.77365	0.00050606	   0.78415	0.00020716
Gm20268	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	-0.0013438	 0.0028475	   0.77365	0.00050606	   0.78415	0.00020716
Vmn1r230	 0.0026261	 0.0043122	 0.0016338	0.00061152	-0.0012639	 -0.096593	  0.034518	  0.035576	  0.039562	  0.036268	  0.037698	  0.034428	-0.0026401	 0.0056123	   0.70701	 0.0010222	   0.75562	0.00042488
Vmn1r58	 0.0026261	 0.0043122	 0.0016338	0.00061152	-0.0012639	 -0.096593	  0.034518	  0.035576	  0.039562	  0.036268	  0.037698	  0.034428	-0.0020405	 0.0043308	   0.69651	0.00077953	   0.81231	0.00032163
Lipn	 0.0026261	 0.0043122	 0.0016338	0.00061152	   0.09884	  0.004474	 -0.021324	 -0.020266	  -0.01628	 -0.022442	  0.077281	 -0.018585	-0.0026401	 0.0056123	   0.70701	 0.0010222	   0.75562	0.00042488
Gm7073	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	-0.0044437	 0.0095063	   0.53897	 0.0018074	   0.74766	0.00077276
Lmx1b	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	-0.0044437	 0.0095063	   0.53897	 0.0018074	   0.74766	0.00077276
Olfr1385	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	-0.0035879	 0.0076497	    0.5744	 0.0014224	   0.80475	0.00059922
Krtap5-2	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	-0.0033157	 0.0070629	   0.65406	 0.0013051	   0.75066	0.00054754
Vmn2r53	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	-0.0028033	 0.0059621	   0.65624	 0.0010895	   0.79304	0.00045385
Mup20	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	-0.0040495	 0.0086487	   0.65256	 0.0016267	   0.67936	0.00069047
Olfr376	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	-0.0040495	 0.0086487	   0.65256	 0.0016267	   0.67936	0.00069047
Vmn1r82	 0.0026261	 0.0043122	 0.0016338	0.00061152	-0.0012639	 -0.096593	  0.034518	  0.035576	  0.039562	  0.036268	  0.037698	  0.034428	-0.0044437	 0.0095063	   0.53897	 0.0018074	   0.74766	0.00077276
Gm12130	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	-0.0016523	 0.0035035	   0.68764	0.00062611	   0.69388	    0.1554
Olfr183	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	-0.0023558	 0.0050041	   0.56303	0.00090623	   0.80266	   0.11975
Olfr663	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	-0.0032126	 0.0068409	   0.51379	 0.0012612	    0.7303	   0.17048
Gbx2	 0.00022548	  -0.036828	   0.052402	  -0.053789	-0.00012442	    0.20169	   0.018727	   0.061912	   0.019124	   0.018774	   0.019078	   0.018272	 -0.0056665	   0.012218	    0.46094	  0.0024351	    0.62064	  0.0010759
Gm1604b	 0.00030396	 0.00056855	   0.066921	 0.00010037	-0.00017978	   -0.05725	   0.071404	   0.068548	 0.00075077	   0.075308	  0.0012637	   0.075381	 -0.0033371	   0.007109	    0.47751	  0.0013142	    0.56409	 0.00055155
Lce1d	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	-0.0056665	  0.012218	   0.46094	 0.0024351	   0.62064	 0.0010759
Olfr1043	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	-0.0056665	  0.012218	   0.46094	 0.0024351	   0.62064	 0.0010759
Olfr1138	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	-0.0056665	  0.012218	   0.46094	 0.0024351	   0.62064	 0.0010759
Olfr677	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	-0.0056665	  0.012218	   0.46094	 0.0024351	   0.62064	 0.0010759
Olfr683	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	-0.0056665	  0.012218	   0.46094	 0.0024351	   0.62064	 0.0010759
Tmem233	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	-0.0056665	  0.012218	   0.46094	 0.0024351	   0.62064	 0.0010759
Vmn2r92	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	-0.0056665	  0.012218	   0.46094	 0.0024351	   0.62064	 0.0010759
Mir345	  -0.046869	 0.00041444	 0.00016432	 7.1778e-05	-9.0053e-05	   0.049261	   -0.04942	  -0.048712	  -0.048266	  -0.048759	    0.17824	  -0.048697	 -0.0032862	  0.0069871	    0.39519	  0.0012742	    0.62375	  0.0080982
Saa2	 -0.026682	 -0.090537	6.5235e-05	3.0082e-05	  -0.10381	  0.025306	   0.12804	  0.010951	  0.011209	  0.096632	  0.011065	  0.011059	-0.0023768	 0.0050489	   0.38373	0.00091472	   0.56518	 -0.083341
Olfr457	 -0.088927	  -0.09014	 0.0016338	0.00061152	  0.087892	   0.01616	    0.0984	  0.099153	   0.10574	   0.10244	   0.10131	  0.098703	-0.0056665	  0.012218	   0.46094	 0.0024351	   0.62064	 0.0010759
Pou3f3	  0.002137	  -0.11223	 0.0016338	0.00061152	-0.0010573	  0.004474	  0.092993	   0.08785	  0.098051	  0.094757	   0.19441	  0.095746	-0.0025976	 0.0055215	   0.41773	 0.0010048	   0.68218	0.00041741
Mir4660	 0.0026261	 0.0043122	 0.0016338	0.00061152	-0.0012639	  0.004474	  0.034518	  0.035576	    0.1378	  0.036268	  0.037698	  0.037256	-0.0035493	 0.0075663	   0.56806	   0.21852	   0.59769	0.00059179
Oprk1	 -0.098441	 0.0043122	 0.0016338	0.00061152	-0.0012639	 -0.096593	  0.051885	  0.055771	  0.059757	  0.056463	  0.057893	  0.054623	-0.0017293	 0.0036676	   0.71226	   0.18711	   0.63254	0.00026983
Ankrd22	 0.00015854	 0.00031237	 0.00014739	  -0.044912	-0.00010875	  -0.086892	    0.11002	   0.055175	  -0.046032	  -0.046576	  -0.046238	  -0.046771	 -0.0024835	  0.0052773	    0.40015	   -0.13444	    0.93956	 0.00039746
C4bp-ps1	 0.0026261	 0.0043122	 0.0016338	0.00061152	-0.0012639	 -0.096593	  0.034518	  0.035576	  0.039562	  0.036268	  0.037698	  0.034428	-0.0017995	 0.0038171	   0.29497	  -0.18039	   0.96108	  0.089442
Mir466n	 0.0026261	 0.0043122	 0.0016338	0.00061152	-0.0012639	  -0.07577	  0.070186	  0.071244	   0.07523	  0.071936	  0.073366	     0.065	-0.0031582	 0.0067241	   0.36751	  -0.17632	    0.8738	0.00051828
Rpe65	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	-0.0035117	 0.0074854	   0.23086	  -0.19992	   0.95428	0.00058461
Serpinb9g	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	-0.0025772	   0.20301	   0.16341	  -0.14005	   0.96569	0.00041382
Asic5	   -0.19111	   0.057654	 0.00020037	 8.1023e-05	-0.00014836	  -0.091462	   0.010309	   0.010553	   0.011613	   0.010801	   0.011336	   0.010932	-0.00056717	  0.0011999	    0.55164	 0.00021044	      1.056	 8.5453e-05
Gpr123	   -0.17592	  0.0043122	  0.0016338	 0.00061152	 -0.0012639	  -0.093664	  -0.012136	 -0.0059949	 -0.0020087	 -0.0081715	 -0.0038726	 -0.0070734	-0.00072232	  0.0015286	    0.57634	 0.00026878	    0.98716	   0.034689
Fga	 0.0026261	 0.0043122	 0.0016338	0.00061152	-0.0012639	  -0.17025	-0.0072793	-0.0062216	-0.0022354	-0.0083982	  0.094132	-0.0094683	-0.0014291	 0.0030288	   0.52257	0.00053911	    1.0295	0.00022089
Olfr1276	 0.0026261	 0.0043122	 0.0016338	0.00061152	-0.0012639	   -0.1871	 -0.023133	 -0.022075	 -0.018089	 -0.024252	 -0.019953	 -0.025764	-0.0014306	  0.003032	   0.57012	0.00053969	   0.98181	0.00022113
Olfr477	  0.0026261	  0.0043122	  0.0016338	 0.00061152	 -0.0012639	    -0.1871	  -0.023133	  -0.022075	  -0.018089	  -0.024252	  -0.019953	  -0.025764	-0.00077782	  0.0016462	    0.53831	 0.00028973	    0.98347	   0.072933
Gm595	 0.0026261	 0.0043122	 0.0016338	0.00061152	-0.0012639	 -0.096593	  0.034518	  0.035576	  0.039562	  0.036268	  0.037698	  0.034428	 -0.060596	 0.0017601	   0.51383	  0.046884	   0.97103	0.00012625
Olfr655	 0.0026261	 0.0043122	 0.0016338	0.00061152	-0.0012639	 -0.096593	  0.054713	   0.15401	  0.059757	  0.056463	  0.057893	  0.054623	  -0.00297	 0.0063197	   0.47555	 0.0011589	    0.9597	0.00048385
Il1f8	 0.0026261	 0.0043122	 0.0016338	0.00061152	-0.0012639	 -0.096593	  0.034518	  0.035576	  0.039562	  0.036268	  0.037698	  0.034428	   0.04218	 0.0014952	   0.56686	0.00026284	    0.9255	 -0.063706
Olfr1151	 0.0026261	 0.0043122	 0.0016338	0.00061152	-0.0012639	 -0.096593	  0.034518	  0.035576	  0.039562	  0.036268	  0.037698	  0.034428	-0.0025743	 0.0054716	   0.60864	0.00099521	   0.85927	0.00041332
Psg16	 0.0026261	 0.0043122	 0.0016338	0.00061152	-0.0012639	 -0.096593	  0.034518	  0.035576	  0.039562	  0.036268	  0.037698	  0.034428	   0.10439	 0.0036552	   0.49261	0.00065405	   0.93295	0.00026887
Olfr1394	 0.0026261	 0.0043122	 0.0016338	0.00061152	-0.0012639	  -0.19766	  0.054713	  0.055771	  0.059757	  0.056463	  0.057893	  0.051795	-0.0013788	 0.0029219	   0.59729	0.00051962	   0.95816	0.00021279
Gm12633	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	-0.0017104	 0.0036273	   0.60453	0.00064891	   0.92806	0.00026672
Gm15348	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	-0.0011609	 0.0024589	   0.62975	0.00043561	   0.94021	0.00017797
Mir681	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	-0.0022541	 0.0047869	   0.61831	0.00086518	   0.87453	0.00035789
Olfr348	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	-0.0022541	 0.0047869	   0.61831	0.00086518	   0.87453	0.00035789
Krt42	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	 -0.002751	   0.00585	   0.54922	 0.0010679	   0.90437	0.00044453
Mir6343	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	-0.0019865	 0.0042157	   0.55562	0.00075805	   0.95716	0.00031257
Olfr1155	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	-0.0022328	 0.0047413	   0.53721	0.00085658	   0.95725	0.00035424
Hsd3b1	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	   0.03568	 0.0012656	   0.47937	0.00022208	    1.0902	9.0208e-05
Opn5	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	          0	-0.00068737	  0.0014545	     0.5338	  0.0002556	     1.0664	 0.00010392
Olfr1313	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	-0.0019855	 0.0042136	   0.48485	0.00075766	     1.028	0.00031241
Serpinb3c	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	-0.0019855	 0.0042136	   0.48485	0.00075766	     1.028	0.00031241
Zic1	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	-0.0027481	 0.0058436	   0.44099	 0.0010667	    1.0128	  0.000444
Vmn1r64	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	    0.1142	 0.0020786	    0.4198	0.00036711	    1.0466	 0.0001497
Olfr282	 0.0026261	 0.0043122	 0.0016338	0.00061152	  -0.10233	  0.004474	  0.034518	  0.035576	  0.039562	  0.036268	  0.034869	  0.037256	-0.0023803	 0.0050564	   0.48103	0.00091614	    1.0021	0.00037955
Gm10510	  0.0026261	  0.0043122	  0.0016338	 0.00061152	 -0.0012639	   -0.19766	   0.054713	   0.055771	   0.059757	   0.056463	   0.057893	   0.051795	-0.00061093	  0.0012925	    0.46679	 0.00022685	     1.1382	  9.216e-05
Lpcat2b	 0.0026261	 0.0043122	 0.0016338	0.00061152	-0.0012639	 -0.096593	  0.034518	  0.035576	  0.039562	  0.036268	  0.037698	  0.034428	-0.0012801	 0.0027121	   0.47757	0.00048148	    1.0844	0.00019696
Gm13124	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	   0.10112	 0.0035438	   0.41698	  -0.16744	   0.84749	0.00026027
Krt73	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	   0.19375	 0.0035745	   0.42014	0.00063919	   0.91876	0.00026265
Psg28	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	   0.19427	 0.0015061	   0.40333	0.00026479	   0.80888	0.00010768
Vmn2r1	  0.017646	  0.038894	 -0.084432	   0.10897	   0.02136	 -0.056068	  -0.01233	 -0.012306	 -0.012243	  -0.01239	 -0.012411	 -0.012265	   0.16281	 0.0020375	   0.48167	0.00035972	   0.93743	0.00014666
Gm4861	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	-0.0049781	  0.010679	   0.36373	  0.002065	   0.85048	 0.0008932
Gm813	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	-0.0049781	  0.010679	   0.36373	  0.002065	   0.85048	 0.0008932
Mir7040	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	-0.0049781	  0.010679	   0.36373	  0.002065	   0.85048	 0.0008932
Olfr1097	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	-0.0049781	  0.010679	   0.36373	  0.002065	   0.85048	 0.0008932
Olfr1106	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	-0.0049781	  0.010679	   0.36373	  0.002065	   0.85048	 0.0008932
Olfr1121	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	-0.0049781	  0.010679	   0.36373	  0.002065	   0.85048	 0.0008932
Olfr1270	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	-0.0049781	  0.010679	   0.36373	  0.002065	   0.85048	 0.0008932
