	CCR6-ILC3_SI_1	CCR6-ILC3_SI_2	CCR6-ILC3_SI_3	CCR6-ILC3_LI_1	CCR6-ILC3_LI_citro_2	CCR6-ILC3_LI_citro	CCR6+ILC3s_SI_1	CCR6+ILC3s_SI_2	CCR6+ILC3s_SI_3	CCR6+ILC3s_LI_1	CCR6+ILC3s_SI_Citro_2	ILC1_SI_3	ILC1_SI_4	NK_SI_3	NK_SI_4	ILC2_SI_1	ILC2_SI_2	ILC2_LI_1	ILC2_LI_2	ILC2_LI_citro_2	NKcells_LI_citro	NKcells_SI_SS
BC017643	 -0.51445	   -2.423	  0.43744	 -0.31176	  0.41935	-0.095713	 -0.95022	 -0.70716	 -0.69576	 -0.77633	 -0.58374	   1.1685	   2.0501	   1.3775	    1.537	-0.090196	 -0.65262	 -0.26178	 -0.48916	  0.70556	  0.17768	  0.67877
Zfp382	-0.49884	 -1.4194	 0.39059	-0.80305	 0.31111	 0.27273	-0.70193	 -1.3209	-0.58481	-0.97876	 -1.0635	  1.0902	  1.5119	  1.7872	  1.6117	-0.43965	 -1.2549	-0.16555	-0.14766	 0.57601	 0.99842	 0.82913
Mllt11	  0.18569	  -1.7697	   1.3075	 -0.60052	   0.5714	  0.34332	-0.032235	 -0.57292	 -0.44173	  -1.2904	 -0.21091	  0.91815	    2.236	   1.3123	  0.54145	  0.10722	  -1.4283	  -1.0915	 -0.77177	 -0.60255	  0.33296	  0.95643
Foxp4	 0.60071	0.072056	 0.59811	-0.27731	 0.20628	 -0.1844	-0.15059	 -1.2446	-0.94576	 -0.8242	  -2.061	  1.1019	  0.9541	  1.9098	  1.3126	 0.31804	 -1.8298	-0.87413	 0.37146	-0.25424	 0.37961	 0.82129
Lrrfip1	-0.26302	-0.50644	0.090639	-0.30019	 0.37825	  0.9453	-0.62652	 -1.4364	-0.64879	-0.63785	-0.37394	  1.9729	 0.65984	  1.4592	  0.3941	-0.70012	  -2.293	-0.16814	 0.20828	 -0.6836	  1.3588	  1.1707
Phf23	-0.072064	 -0.70641	  0.18974	 -0.33986	 0.058944	  0.63547	  0.31285	    -1.34	   -1.173	 -0.86459	 -0.61397	   2.2225	  0.64521	   1.6436	    1.361	  0.23204	   -2.139	 -0.46143	  0.14153	 -0.61285	  0.37595	  0.50429
Zfp646	-0.29181	 -1.6136	   0.796	-0.25669	 0.12139	 0.37257	 0.24656	-0.98093	-0.75431	 0.17301	-0.91016	  1.0561	  1.3513	  1.3493	  1.3422	-0.24167	 -2.5618	-0.92596	 0.55811	0.058894	 0.68382	 0.42774
Ldlrap1	 -0.17247	  0.23516	 -0.25645	  -1.1002	   1.1026	  -1.4263	-0.026029	  -1.3278	  -1.0533	  -0.2936	 -0.73735	  0.51168	   1.4966	   1.3435	   1.9861	  -0.3859	  -1.0071	  0.10824	 -0.75808	 -0.44961	  0.75858	   1.4517
Llgl2	   0.83653	  -0.66744	  0.082032	  -0.77019	   0.72262	  -0.40324	   0.40625	   -1.5577	   -1.5472	   -1.1057	-0.0090391	    0.5449	    1.4309	    1.0869	    1.4259	  0.067578	   -1.7135	  -0.79419	  -0.39572	  -0.11058	    1.1628	     1.308
Tmem129	   0.39911	  -0.25951	  -0.10262	   -1.2115	   0.30722	  -0.45048	  -0.10507	    -1.497	  -0.97062	   0.36709	  -0.95529	   0.11586	    2.0866	    1.3654	    2.3604	  0.015005	   -1.4539	   0.18396	-0.0046913	   0.61654	  -0.62669	   -0.1798
6330403K07Rik	-0.022769	   -0.419	  -0.9356	  -0.9356	  -0.9356	 -0.31684	 -0.47375	  -0.9356	  -0.3679	  0.78833	  -0.9356	   0.3344	   1.1108	   1.3019	   2.6028	 -0.12065	  -0.9356	  0.23323	  -0.4128	  -0.9356	  0.48907	   1.8225
Cd3d	-0.52809	-0.37955	-0.26736	-0.52554	  -1.293	 0.32222	-0.81647	 -1.4885	-0.77594	 -0.8563	-0.67149	 0.95433	  1.3549	  1.7822	   1.785	 -0.6828	 -0.7737	 -0.2988	 0.43125	 0.16602	  1.3977	   1.164
Rttn	 0.030914	 -0.70589	-0.069525	  -1.2212	  -1.4428	  0.32761	 -0.28253	  -1.1588	 -0.39176	 -0.24069	  -0.3563	   1.1373	   1.1288	   1.3276	     1.35	 -0.67083	  -1.3065	 -0.18365	 -0.44691	 -0.37646	   1.5985	   1.9531
Trip4	 -0.43409	 -0.43726	-0.051843	  -1.0763	  -1.8391	  0.46732	 -0.55634	 -0.92077	 -0.88032	 -0.10172	 -0.35301	   0.9467	  0.30145	   0.4738	  0.82012	 -0.26837	 -0.65655	 0.011955	 -0.54287	  0.59776	   1.6886	   2.8108
Zfp287	 0.27121	-0.83108	 0.56281	 -1.5707	-0.75629	 0.74444	 0.19722	 -1.0664	 -1.2918	 -0.3146	 -1.4975	  1.1831	 0.53022	 0.67641	  2.3143	-0.32011	 -1.0317	-0.42771	 0.10149	  0.6671	 0.69496	  1.1647
Cd3e	  0.34633	 0.047832	  -1.4547	 -0.14884	  -0.3496	  0.40908	 -0.23865	 -0.77307	  -1.5484	  -0.9682	  -2.2011	  0.15789	   1.6283	  0.56742	   1.3182	  0.16382	  -0.0971	-0.021477	  0.14486	-0.072865	   1.3998	   1.6905
Gpr155	-0.61738	 -1.2251	  -1.544	 0.14619	-0.77641	 0.75622	-0.63899	-0.14026	 -1.1252	 -1.4518	-0.96469	 0.75115	  1.5733	  1.2881	  1.6826	 0.35785	-0.43766	 0.22797	-0.21537	 0.13919	 0.66738	  1.5468
Dgcr8	-0.68962	-0.86172	-0.89292	-0.80111	 -0.5131	 0.53672	 0.19947	-0.87327	-0.26358	 -2.4167	-0.49259	  1.1758	  1.3089	 0.79513	  2.0724	-0.32601	-0.83238	 0.92783	 0.52452	 0.21751	 0.37262	 0.83204
A930007I19Rik	-0.31507	 0.37877	-0.20227	-0.90946	-0.83557	-0.39705	-0.16212	0.069085	 0.57674	 -1.5197	 -1.0605	  2.0106	  1.7006	  1.0103	  1.4268	-0.84888	 -1.4083	-0.38167	-0.88313	 0.39705	 0.15675	  1.1971
Ajuba	0.0013005	 0.099081	 -0.49941	 -0.23982	 -0.94798	  0.20003	 0.097369	  0.27733	 -0.87757	 -0.80482	-0.031689	   2.0643	   1.5696	  0.50665	  0.86094	  -1.2329	 -0.87699	  -1.2329	 -0.67199	  -1.2329	    1.087	   1.8852
Glis3	  -0.2899	  0.13907	 -0.42232	 -0.70575	 -0.74893	0.0084924	 -0.13066	  0.19663	  0.51615	 -0.83015	    0.109	   1.8064	   1.2912	  0.83818	    2.024	 -0.60001	  -1.1995	  -1.6207	 -0.69569	  -1.1622	 -0.14372	   1.6204
Casp3	-0.39581	-0.59974	-0.57652	 0.20112	-0.38637	-0.80713	-0.66971	 0.48393	  1.2339	-0.75668	  0.3814	   1.924	  1.2433	  1.8437	 0.49002	 -1.1592	 -1.3006	-0.95116	-0.77994	 -1.1581	  0.6497	  1.0901
Ncf2	-0.91206	-0.14947	-0.85822	-0.22408	-0.43119	 0.81445	-0.46453	-0.26554	  1.2112	-0.72196	 0.38947	  1.8938	  2.1215	  1.1468	 -0.2816	-0.78128	 -1.5411	 -1.2829	-0.23039	-0.68002	0.041539	  1.2055
Acd	-0.050214	  -1.1417	 -0.23265	   1.0665	  0.91266	 -0.89508	 -0.93281	 -0.81525	  -1.2738	   0.4313	 -0.23442	   1.0212	   1.9079	   1.5564	   1.7434	  -1.2547	 -0.89369	 -0.48663	 -0.37351	 -0.54289	  0.52915	-0.041079
Sharpin	  0.34366	  -1.0435	 -0.31927	   1.0762	  0.76566	  0.47973	 -0.73109	  -1.0983	  -1.4831	  0.43124	  -1.0634	  0.57784	   2.1135	  0.69213	   2.0092	 -0.48647	 -0.76404	 -0.77303	-0.012979	  -1.2019	-0.039739	  0.52779
Ptgr1	-0.69749	-0.17707	-0.70496	  1.1691	 0.12869	 0.15112	 -1.4996	  -1.059	  -1.318	   1.159	-0.36757	 0.74988	  1.8992	  1.3778	  1.5567	0.077641	-0.73546	  -1.124	-0.29161	-0.94764	 0.82448	-0.17119
Esrra	-0.40499	-0.89589	 -0.3916	 0.10741	0.045616	-0.10349	-0.09448	-0.48801	 -1.8706	-0.44791	 -1.2822	0.056808	  2.4319	  1.3922	   1.994	-0.11493	 -1.0954	-0.43703	 -0.1167	 0.71396	 0.45449	 0.54692
Helb	-0.65671	 -1.2244	0.042057	 0.50878	  1.4052	 0.43285	0.027115	-0.45248	 -1.9424	0.017886	-0.40477	 0.61355	  2.3297	  1.3324	 0.91168	 -1.1515	 -1.3723	-0.57833	-0.50728	0.094587	0.043202	 0.53135
Fbxo42	 0.28378	 -1.0755	 0.84667	-0.50732	 -0.1539	  0.6253	  0.5015	-0.39192	-0.19105	-0.45222	-0.51493	  2.2352	  1.7083	 0.77002	  1.5043	-0.68976	 -1.5514	 -1.2288	-0.41559	 -1.4047	 0.32382	-0.22172
Zfp341	-0.050676	 -0.85276	    1.244	 -0.23521	 -0.18303	  0.35586	  0.23021	  -1.3699	 0.067812	  0.12278	   -0.624	   1.4776	   2.5423	  0.76874	  0.51835	 0.093058	  -1.1392	  -1.7708	 -0.60763	  -1.2527	  0.50675	  0.15831
Prrc2b	 0.12511	-0.61012	  0.3907	 0.20688	 0.29065	 0.34896	0.098003	-0.77301	 -1.5926	 0.26141	 -1.3126	  1.6991	  1.7615	  1.4493	 0.91318	 0.28311	 -1.0358	 -1.5967	-0.66501	 -1.2882	 0.53712	 0.50904
Tnks1bp1	-0.097096	 -0.78246	  0.36479	 0.012388	  0.37656	 -0.27113	-0.023741	 -0.83707	  -0.6009	-0.038911	  -1.3388	   1.6735	   2.0449	   1.3245	   1.4773	 -0.78295	  -1.3104	  -1.0126	 -0.35106	    -1.28	  0.52439	  0.92884
Zswim8	-0.064028	  -0.8109	  0.27259	  0.69675	   1.1432	  0.19981	 0.041395	 -0.58536	 -0.80079	  0.22547	 -0.72852	   1.1332	   2.2609	   1.0283	  0.71106	 -0.65668	  -0.8716	  -1.2584	  -1.3882	  -1.8367	  0.65851	  0.63004
Reep4	 -0.013871	   -1.3335	-0.0011776	   0.59871	    1.3654	   0.28089	  -0.43104	  -0.97841	  -0.37062	   0.24025	  -0.83157	    1.1942	    2.2606	    1.3356	    1.2791	 -0.077363	   -1.1823	   -1.2666	  -0.46609	   -1.2383	   -0.4155	  0.051512
Rnf31	  -0.37889	   -1.6203	   0.75594	-0.0053914	   0.66332	   0.05812	  -0.11433	   -1.2498	  -0.30587	   -0.5644	  -0.80961	    1.5362	    2.4666	    1.5954	   0.78688	 -0.077175	    -1.355	   -0.6286	   0.22419	  -0.79712	  0.024345	  -0.20439
Sphk2	 0.084747	  0.15316	  0.18595	  0.75838	  0.96398	  0.61561	 -0.22862	-0.093003	   -1.597	   0.4426	 -0.60727	   2.0725	   1.9692	  0.32033	  0.51938	 -0.13131	  -1.7421	  -1.3619	 -0.53052	  -1.4362	 -0.26483	-0.093026
Tnrc18	 0.30115	 0.15407	0.096451	  0.6622	   1.106	 0.78622	 0.93862	 0.47635	 -0.6965	 0.42279	-0.68494	 0.79421	  1.4249	 0.56574	  0.9095	-0.47999	-0.91287	 -1.8104	 -1.0614	 -2.5689	 0.23014	-0.65338
C920009B18Rik	-0.34855	-0.26209	 0.11536	 0.59356	  0.4461	 0.80853	 -1.8116	 -1.1872	-0.62983	 -1.5926	 -1.0802	  1.2957	  1.5698	 0.91404	  1.2031	 -1.3787	-0.80582	 0.14472	 0.10531	0.025538	 0.80782	   1.067
Ppm1j	-0.037004	 -0.20627	  0.36975	  0.15592	  0.25001	   0.1912	  -1.6215	 -0.63342	  -1.5035	  -2.1478	 -0.59885	   1.1948	   1.7979	    1.176	   1.3807	 -0.78153	 -0.61587	 0.031144	 0.022029	 -0.12535	  0.97027	  0.73134
Kctd12	-0.30249	  0.2782	  1.2641	  0.6264	 0.92397	-0.15697	 -1.8456	 -1.2109	-0.93557	-0.59619	-0.94758	  1.8673	  1.6596	 0.94995	 0.85335	 -1.5176	-0.69272	-0.25725	0.090405	-0.40811	 0.20621	 0.15154
Cdc42se1	   0.162	 0.42842	 0.36953	 0.23156	 0.83879	-0.18342	 -1.3203	-0.78094	 -2.0612	 -1.0681	 -0.4351	  1.3827	   1.868	  1.0709	   1.747	-0.94245	-0.64647	 -0.5478	-0.59549	-0.25641	 0.24413	 0.49468
Lmnb1	 0.085086	  0.33236	0.0029748	   1.2038	   1.0885	  0.77935	 -0.36181	  -1.1113	  -1.1741	   -1.121	 -0.63785	   1.2508	   1.7088	  0.98388	   1.5458	 -0.99669	  -1.4678	 -0.95066	 -0.69794	 -0.87352	  0.15617	  0.25506
Cyth4	-0.065038	 -0.50036	    0.548	   0.8254	   1.2362	   0.7162	  -1.0588	  -1.9168	  -1.6423	 -0.63296	 -0.41069	   1.2356	   1.2842	  0.56462	  0.37258	 -0.59937	  -2.0554	 0.090639	   0.2906	  0.10673	  0.94985	  0.66113
L1cam	  0.4751	 0.52056	  1.0446	 0.60671	  1.2908	  1.0963	  -1.187	 -1.9212	 -1.7539	-0.65075	 -1.3775	 0.69251	 0.97847	 0.31018	-0.19334	-0.68131	 -1.1098	-0.15169	0.034795	-0.13809	   1.316	  0.7984
Igflr1	0.0023118	  0.29414	 -0.03847	 0.053588	  0.14944	 0.022031	 -0.34478	 -0.64221	  -1.1656	 -0.38087	 -0.31219	   1.0079	   3.2322	  0.57777	  0.26068	   -0.727	  -2.3009	  0.12171	  -0.6627	 -0.12296	  0.24219	  0.73373
Zfp473	  0.32689	 -0.19731	  -0.9831	  0.83079	  0.11747	   1.4891	 -0.86242	 -0.40712	  -1.9403	 -0.56597	   0.1608	   1.5924	   2.5976	 -0.10195	  0.28903	 -0.97705	 -0.77847	 -0.49404	 -0.57146	 -0.15435	  0.64299	-0.013587
Cd8a	   0.79262	   0.49808	  -0.40488	   0.66126	   -1.2206	   0.91441	  -0.64211	  -0.38665	  -0.51098	   -1.2206	   -1.2206	-0.0065501	    1.0322	   0.19188	     1.863	   -0.3872	   -0.3553	   -1.2206	   -0.1099	   -1.2206	   0.70457	    2.2486
Astl	  0.34258	  -0.4401	 -0.41846	  0.17938	  -1.0372	  0.89348	  -1.0372	  -1.0372	 0.085615	  -1.0372	  -1.0372	   1.7323	  0.49249	   2.6016	  0.37912	  -1.0372	 0.087402	-0.069469	 -0.43294	  -1.0372	   1.1584	  0.66913
Cd274	   -1.6062	    -1.291	   0.60087	   0.16587	   0.50023	    0.4018	   -1.7928	   -1.5634	   0.94098	  -0.75741	   -0.5532	    1.3937	   0.61447	    1.5893	    1.0123	  -0.75302	  -0.62903	  -0.20099	-0.0055898	   0.48331	    1.1558	   0.29394
Tmem120b	-0.40163	  -1.019	 0.42576	 0.98368	-0.62781	  1.0024	  -1.225	  -1.466	 0.51808	-0.95627	-0.99078	  1.1246	  0.9116	  2.1347	 0.46889	-0.74495	 -1.4465	  1.0641	0.015481	-0.14504	 0.77633	-0.40272
AA467197	 -0.85795	 -0.44305	-0.056042	 -0.17794	   2.1117	   1.6714	  -1.7009	  -1.2933	  -1.4004	 0.082426	  0.65851	   1.1854	  0.71575	  0.88747	  0.86963	 -0.65444	 -0.50406	 -0.57332	 -0.90226	 -0.31248	   0.6533	 0.040427
Tuba1a	  -0.95267	   0.65779	-0.0065069	  0.047912	    2.2827	    1.6741	   -1.1122	  -0.81451	  -0.98757	   -0.8807	  -0.20108	    1.1527	     1.132	  -0.26029	   0.67194	    -1.441	   -1.0067	  -0.56979	  -0.38606	  0.056197	    1.1087	  -0.16497
Lgals3	 -0.21258	-0.032664	  0.17283	   1.3818	   1.6608	   1.5558	  -1.9771	  -1.4491	   -1.247	  0.29282	  0.40164	  0.43638	   0.3684	  0.16969	  0.32683	  -1.3602	  -1.2455	  0.11734	 -0.50005	  -0.2396	   1.3565	 0.022897
Anxa2	 -0.57745	 -0.37461	 -0.35157	  0.78337	   1.3791	  0.75784	  -1.4956	 -0.90477	 -0.89454	 0.079498	  0.60359	  0.40808	  0.42659	   1.7104	   1.5451	  -1.7768	  -1.6968	  -0.1448	 -0.35111	 -0.20722	   1.0961	-0.014441
Tpm3	  -1.1707	 -0.53474	  0.14927	    1.082	   1.8682	  0.09533	  -1.5331	 -0.74676	-0.025784	 0.012183	-0.088137	   1.0862	  0.53009	    1.764	  0.96058	  -1.3893	  -1.7958	-0.010119	 0.038906	 -0.71319	  0.70297	 -0.28194
Flna	 -1.1549	-0.89901	 -0.5031	 0.73276	  1.3466	  1.3471	 -1.2853	 -1.7318	 -1.1201	 0.27083	-0.15208	 0.81099	  0.5941	  1.3445	 0.83832	-0.75589	 -1.3132	 0.32036	   1.111	-0.15965	 0.95185	-0.59331
Rasa3	  0.37854	  0.51326	 0.068181	  0.69785	   1.2883	  0.92559	 -0.79114	 -0.50624	  -1.6807	  0.44956	-0.067275	0.0088214	0.0024365	   1.5991	   1.6355	  -2.2231	  -1.3433	0.0083322	 -0.92386	  -0.4881	  0.72455	 -0.27627
Sgk1	 -0.87415	  0.50383	  0.63922	    1.084	  0.80382	   0.7384	  -2.0915	 -0.41155	    -1.18	  -0.1333	  -1.2711	    0.394	  0.27515	    1.965	   1.3735	  -1.3759	 -0.90194	  0.70756	 0.058609	-0.043966	   0.3243	 -0.58393
Csnk2b	 0.070282	 -0.12533	 -0.42638	  0.38435	   1.3629	  -1.4351	 -0.86695	  -1.4123	 0.050104	 -0.58577	 -0.30648	   1.0793	  0.92868	   2.3133	   1.4274	 -0.98796	  -1.2467	 0.070352	 -0.21587	 -0.90557	  0.85358	-0.025714
Yars	-0.032143	 -0.15785	   -1.009	 -0.65461	   1.7156	 -0.76662	  -1.3355	  -0.6352	 -0.17111	 -0.43699	  -1.5971	   0.4087	   1.0557	   2.4773	   1.0176	  -0.2142	  -1.2124	  0.37951	  0.62296	 -0.32193	  0.26501	  0.60224
Npc1	 -0.68523	  -1.0579	 -0.64459	   0.9443	  0.92378	 -0.81487	 -0.44352	 -0.40725	  -0.6998	  0.78739	 -0.47723	  0.49065	  0.40431	   2.4968	   1.5661	 -0.75045	  -2.1172	-0.094926	  0.71311	 -0.37858	  0.29462	-0.049481
Panx1	  -1.2197	  -0.5419	  -1.2686	 -0.58514	   1.3761	 -0.45337	  0.25496	 -0.47541	  -1.4871	-0.032065	  0.37008	  0.27959	  0.75664	    2.321	   1.3934	 -0.49308	  -1.6212	 -0.51196	 0.028954	  0.55668	  0.98368	  0.36847
Hars2	 -0.49966	   -1.595	 -0.49622	   1.0252	  0.75149	 -0.17074	 -0.47009	  -1.1985	 -0.11778	   1.0406	  -1.7048	  0.45808	-0.044403	   1.5768	   1.9117	 -0.19843	  -1.2619	  0.92186	 -0.53591	  0.98447	  0.30802	 -0.68481
Snord57	 -0.42317	 -0.60952	  -0.2227	  0.83071	   1.4147	   0.2153	 -0.98348	  -0.8798	 -0.60105	 -0.44057	  -1.7118	  0.67217	  0.38663	    2.371	   1.8843	 -0.62666	 -0.59774	  0.81666	 -0.96067	-0.031055	 0.059764	  -0.5631
Steap4	 -0.20878	  -1.1722	  -1.1722	   0.4701	  0.18064	  0.28382	 -0.35196	  -1.1722	 -0.38821	  0.64892	 0.043393	   2.2175	 -0.78326	   1.9581	   1.4484	 -0.63291	  -1.1722	  0.49672	 -0.34121	-0.085713	  0.90569	  -1.1722
2310030G06Rik	   0.1878	 -0.15648	  -0.7984	  -0.7984	 -0.23278	  -0.7984	  0.00987	  -0.7984	  -0.7984	  -0.7984	   0.4568	   2.2741	  -0.7984	   1.1751	   2.8607	  0.03193	  -0.7984	  -0.7984	   0.1155	-0.029223	 0.061626	  0.43074
Tmub1	 0.22155	-0.79387	-0.20244	-0.72234	  0.2356	 0.30465	 -1.0864	 -1.7173	 0.88886	 -1.3143	 0.31966	  2.3311	 0.14804	 0.24087	  1.9722	-0.76703	 -1.3007	-0.06341	-0.37315	 0.36168	 0.52441	 0.79218
Gm16548	 -0.59327	 -0.59327	 -0.59327	 -0.59327	 -0.59327	 -0.59327	 -0.59327	 -0.59327	 -0.59327	 -0.59327	 -0.59327	    3.103	 0.078183	  0.38329	   1.5605	 -0.59327	 -0.59327	  0.56334	   1.4884	   1.1501	 -0.59327	-0.020982
Nmb	 -0.1507	-0.11255	-0.53797	-0.39023	-0.81555	 -1.6208	 -1.6712	-0.28429	 -1.3085	-0.62514	-0.55026	   1.877	  1.0192	  1.4164	  1.4188	-0.41376	  -0.453	  0.5066	0.062119	  1.3936	 0.51477	 0.72548
Slc26a6	 0.10661	-0.83126	 -1.8274	-0.13447	-0.59432	-0.26888	-0.93594	-0.03884	0.023432	 -1.1616	 -1.0176	 0.81534	  1.9051	  1.5359	  1.9291	-0.71055	 -0.2967	 0.50536	-0.81944	  1.0097	 0.48273	  0.3236
Slc25a40	 -0.6273	 -1.6657	-0.33439	-0.91964	 -1.2327	 -1.0834	-0.66658	 0.58601	 0.53175	   0.703	-0.25672	  1.5283	  1.7478	  1.7379	  1.0623	  -1.045	-0.10556	-0.69695	-0.65746	 0.92472	 0.12394	 0.34553
Paip2b	   -0.12283	   -0.38488	    0.62865	  -0.042359	-0.00033883	    -1.8759	    -1.2308	     -1.119	    0.41777	   -0.55634	    -2.1963	     1.0027	    0.99926	    0.54759	     2.0094	   -0.70079	   -0.20321	     0.2768	    0.45352	    0.63571	    0.40037	     1.0609
1700020M21Rik	-0.45861	-0.45861	-0.45861	-0.45861	-0.45861	 0.14466	 0.17583	-0.45861	-0.45861	-0.45861	-0.45861	-0.45861	  3.4816	 0.50896	  2.0709	-0.45861	-0.45861	-0.45861	 0.95583	-0.45861	-0.45861	-0.45861
Ddx3y	 -0.23119	   -0.207	  -0.1987	 -0.43583	 -0.15181	  -0.2413	 -0.23125	-0.094774	 -0.43583	 -0.43583	 -0.43583	 -0.43583	   3.1329	 -0.43583	   2.9908	 -0.43583	 -0.43583	 -0.17181	 -0.43583	 -0.16163	 -0.43583	-0.075837
Kdm5d	-0.058628	 -0.40538	 -0.40538	 -0.40538	 -0.40538	  0.15766	 -0.15925	 -0.40538	 -0.40538	 -0.40538	 -0.40538	 -0.12182	   2.9819	 -0.40538	   3.1159	 -0.40538	 -0.40538	 -0.40538	 -0.40538	 -0.40538	 -0.14334	 -0.09717
Uty	 -0.45608	 -0.45608	 -0.18022	 -0.45608	 -0.22151	 -0.45608	 -0.45608	 0.027135	-0.044905	 -0.45608	 -0.15158	 -0.45608	   3.2159	 -0.19819	   2.8782	 -0.21154	 -0.16307	 -0.45608	 -0.18668	 -0.45608	 -0.20271	 -0.45608
Neil1	  0.19011	  0.20043	   1.1885	   0.2107	 -0.39475	 -0.66132	   -0.483	 -0.76343	 -0.40408	   1.0183	 -0.37896	  0.39176	   2.5874	  0.43942	   2.0146	 -0.70201	 -0.18178	  -1.0777	  -1.6656	 -0.88187	 -0.61075	-0.036023
Zbtb49	 0.14747	-0.86607	 0.94489	0.062197	-0.25699	 -1.1108	-0.54098	 -1.2901	-0.23919	 0.20074	-0.31006	  1.4424	  2.9039	-0.33161	  1.6328	 -0.5792	-0.56766	 0.41297	 -0.8633	0.085575	-0.99808	 0.12118
Sco1	-0.64357	-0.21252	 0.82184	-0.79611	 -1.4615	 -0.4882	 -0.5569	-0.17833	 0.25537	  1.4063	 0.53036	0.082844	   2.267	 0.60467	   1.815	-0.34703	-0.75543	  0.4768	-0.83641	 -1.8118	-0.57053	 0.39819
Musk	 -0.70182	  0.55929	  -0.1933	-0.061363	 -0.70182	 -0.70182	 0.051913	  0.79396	 -0.70182	  0.48789	 -0.70182	   1.0753	   3.3375	 -0.22642	   1.5603	 -0.70182	 -0.16167	 -0.70182	  -0.2052	 -0.70182	 -0.70182	 -0.70182
Rdh11	  -0.3136	-0.067495	 -0.61374	  0.27071	 -0.59782	  -1.4036	   0.2452	 0.027413	 -0.22185	  0.94318	-0.088349	   2.3783	   2.9654	 -0.27923	-0.077972	 -0.98525	  0.11484	-0.041748	 -0.55521	 -0.35405	   -1.029	 -0.31605
Alkbh4	  0.44162	  -0.0645	  0.10887	  -0.1683	 -0.40596	  -0.2841	 -0.84948	  -1.6428	  -1.7568	  0.20103	  0.91304	   1.1022	   2.0142	  0.10888	    2.252	-0.081014	 -0.89089	   -1.039	 -0.68825	 -0.10684	  0.23864	  0.59757
Btbd1	 0.44469	-0.76206	 0.77438	 0.19685	-0.72547	 0.02117	 -0.9632	 -1.5519	-0.91126	-0.11059	 0.80455	  1.1815	  1.6643	 0.60471	  2.0995	 -1.5286	 -1.2096	-0.73053	-0.44308	  0.8221	 0.29037	0.032243
B4galt7	 0.44067	 -1.6685	 0.62951	-0.37446	-0.13737	-0.78025	  -1.128	0.060581	 -1.9013	-0.25358	0.095255	  1.1843	  1.4276	 0.62364	  1.8388	-0.87805	 -1.1011	-0.80951	 0.67749	 0.38039	   0.977	 0.69698
Igsf3	   -1.345	    -0.28	  0.60917	 -0.32126	 -0.67867	 -0.31456	  -1.0134	 -0.98159	   -0.459	   1.3954	 -0.53811	   1.0534	 -0.31012	 -0.24387	   2.8535	   -1.137	 -0.32922	 -0.52463	0.0078366	  0.76702	  0.46728	   1.3229
Rit1	 -0.77104	  -1.3301	-0.039142	   0.5646	  -1.5212	  0.63693	 -0.56743	  -2.0162	 -0.86686	   0.9309	  -0.5421	   1.5808	   1.1212	-0.069393	   1.8831	 -0.29084	 -0.59863	   0.2675	   0.6158	  0.48491	  0.86473	 -0.33739
Cenpw	 -0.13962	  0.25116	 -0.83212	 0.099672	 -0.04369	  -0.2749	  -1.0227	 -0.29325	  -1.6262	   1.0734	 -0.32936	   1.6974	   1.5256	  0.78015	   1.8039	  -1.2151	-0.085014	  0.61498	  -2.0092	 0.042835	  0.24449	 -0.26242
Polr2e	  -1.0685	-0.079494	  -1.4092	  0.41537	   1.4389	 0.013452	 -0.73876	 -0.85723	  -2.0915	  0.85138	 -0.19156	   1.3243	   2.1595	   0.3474	  0.81293	 -0.55074	 -0.28265	   1.0524	 -0.21128	 -0.36523	 0.012611	 -0.58207
Gnb4	  -1.1928	 -0.41711	 -0.48333	  0.56719	 -0.23898	  0.58262	  -1.4402	  -0.1486	 -0.97415	 -0.17038	 -0.12422	    1.304	   1.1185	   1.2852	   2.7501	 -0.81374	  -1.3444	-0.021873	 -0.13663	 -0.37549	  0.65132	 -0.37697
Lrrc32	  -1.1856	  0.68581	 -0.72999	  0.55592	 -0.63652	  0.98196	  -1.8449	-0.054393	  -1.2183	  0.57694	  0.43398	   1.0575	   0.5266	    1.986	   1.8264	  -1.1133	 -0.82207	 -0.63185	  0.33357	  0.11834	 -0.30482	 -0.54125
Mt1	 -0.54574	  0.89851	  -1.8793	   0.1164	  -1.0589	   1.3526	 -0.92212	-0.070641	  -1.2839	   0.8254	  0.67333	   0.5919	   2.0367	  0.58576	   1.6789	 -0.68526	 -0.85879	 -0.18653	-0.010211	-0.031396	 -0.38501	 -0.84178
Mt2	 -0.69738	  0.18517	  -0.9908	 -0.33538	  -1.1464	  0.34467	 -0.56499	 -0.17748	  -1.0739	  0.66351	   1.2458	   1.5592	   1.8758	 -0.10467	   1.9773	  -1.2322	 -0.11322	 -0.74284	  0.29191	  0.50147	0.0060063	  -1.4716
4931431C16Rik	 0.32241	-0.79383	-0.92644	 0.57704	-0.35804	-0.66086	-0.11797	-0.18997	 0.41502	-0.10011	 0.14097	 0.54357	 0.66998	  2.2254	  2.4548	-0.15585	-0.81999	 -1.6953	0.081092	 -1.6567	-0.30288	 0.34762
Knop1	  0.67569	  -1.0247	  -1.0528	  0.40753	  -0.7162	0.0019546	  0.93044	 -0.57765	 0.066327	   0.4212	   0.2136	  0.29263	  0.44462	   2.0985	    2.449	 -0.19123	 -0.63616	  -0.5789	   -1.065	  -1.8792	 -0.37841	 0.098622
